PriceList,Catalog,GradeGroup,Price,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30095-91,20,965,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30095-91,30,995,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30095-91,40,"1,025",,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30095-91,50,"1,075",,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30095-91,60,"1,125",,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30095-91,70,1225,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30095-91,F,"1,775",,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30095-91,I,1975,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30095-S3,10,"1,050",,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30095-S3,20,"1,090",,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30095-S3,30,"1,120",,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30095-S3,40,"1,150",,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30095-S3,50,"1,200",,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30095-S3,60,"1,250",,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30095-S3,70,1350,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30095-S3,F,"1,900",,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30095-S3,I,2100,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-01,10,850,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-01,20,890,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-01,30,920,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-01,40,950,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-01,50,1000,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-01,60,1050,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-01,70,1150,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-01,F,1700,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-01,I,1900,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-02,10,400,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-02,20,420,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-02,30,435,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-02,40,455,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-02,50,475,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-02,60,495,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-02,70,515,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-02,F,825,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-02,I,900,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-03,10,800,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-03,20,840,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-03,30,870,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-03,40,900,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-03,50,950,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-03,60,1000,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-03,70,1100,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-03,F,1650,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-03,I,1850,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-07,10,750,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-07,20,790,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-07,30,820,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-07,40,850,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-07,50,900,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-07,60,950,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-07,70,1050,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-07,F,1600,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-07,I,1800,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-08,10,750,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-08,20,790,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-08,30,820,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-08,40,850,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-08,50,900,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-08,60,950,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-08,70,1050,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-08,F,1600,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-08,I,1800,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-15,10,750,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-15,20,790,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-15,30,820,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-15,40,850,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-15,50,900,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-15,60,950,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-15,70,1050,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-15,F,1600,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-15,I,1800,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-16,10,750,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-16,20,790,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-16,30,820,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-16,40,850,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-16,50,900,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-16,60,950,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-16,70,1050,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-16,F,1600,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-16,I,1800,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-17,10,775,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-17,20,815,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-17,30,845,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-17,40,875,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-17,50,925,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-17,60,975,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-17,70,1075,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-17,F,1625,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-17,I,1825,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-18,10,775,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-18,20,815,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-18,30,845,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-18,40,875,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-18,50,925,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-18,60,975,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-18,70,1075,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-18,F,1625,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-18,I,1825,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-24,10,350,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-24,20,370,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-24,30,385,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-24,40,405,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-24,50,425,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-24,60,445,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-24,70,465,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-24,F,690,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-24,I,750,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-86,10,925,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-86,20,965,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-86,30,995,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-86,40,1025,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-86,50,1075,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-86,60,1125,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-86,70,1225,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-86,F,1775,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-86,I,1975,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-87,10,925,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-87,20,965,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-87,30,995,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-87,40,1025,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-87,50,1075,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-87,60,1125,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-87,70,1225,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-87,F,1775,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-87,I,1975,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-91,10,825,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-91,20,865,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-91,30,895,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-91,40,925,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-91,50,975,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-91,60,1025,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-91,70,1125,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-91,F,1675,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-91,I,1875,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-96,10,825,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-96,20,865,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-96,30,895,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-96,40,925,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-96,50,975,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-96,60,1025,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-96,70,1125,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-96,F,1675,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-96,I,1875,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-97,10,825,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-97,20,865,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-97,30,895,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-97,40,925,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-97,50,975,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-97,60,1025,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-97,70,1125,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-97,F,1675,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-97,I,1875,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-S3,10,950,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-S3,20,990,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-S3,30,1020,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-S3,40,1050,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-S3,50,1100,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-S3,60,1150,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-S3,70,1250,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-S3,F,1800,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-S3,I,2000,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-01,10,850,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-01,20,890,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-01,30,920,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-01,40,950,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-01,50,1000,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-01,60,1050,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-01,70,1250,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-01,F,1700,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-01,I,2000,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-02,10,400,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-02,20,420,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-02,30,435,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-02,40,455,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-02,50,475,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-02,60,495,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-02,70,615,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-02,F,825,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-02,I,1000,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-03,10,800,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-03,20,840,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-03,30,870,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-03,40,900,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-03,50,950,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-03,60,1000,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-03,70,1200,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-03,F,1650,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-03,I,1950,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-24,10,350,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-24,20,370,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-24,30,385,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-24,40,405,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-24,50,425,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-24,60,445,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-24,70,565,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-24,F,690,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-24,I,850,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-91,10,825,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-91,20,865,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-91,30,895,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-91,40,925,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-91,50,975,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-91,60,1025,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-91,70,1225,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-91,F,1675,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-91,I,1975,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-S3,10,950,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-S3,20,990,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-S3,30,1020,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-S3,40,1050,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-S3,50,1100,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-S3,60,1150,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-S3,70,1350,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-S3,F,1800,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30195-S3,I,2100,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-01,10,1300,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-01,20,1340,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-01,30,1370,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-01,40,1400,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-01,50,1450,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-01,60,1500,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-01,70,1600,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-01,F,2150,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-01,I,2300,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-03,10,1225,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-03,20,1265,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-03,30,1295,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-03,40,1325,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-03,50,1375,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-03,60,1425,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-03,70,1525,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-03,F,2075,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-03,I,2225,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-07,10,1000,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-07,20,1040,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-07,30,1070,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-07,40,1100,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-07,50,1150,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-07,60,1200,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-07,70,1300,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-07,F,1850,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-07,I,2000,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-08,10,1000,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-08,20,1040,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-08,30,1070,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-08,40,1100,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-08,50,1150,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-08,60,1200,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-08,70,1300,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-08,F,1850,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-08,I,2000,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-09,10,600,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-09,20,620,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-09,30,635,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-09,40,670,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-09,50,705,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-09,60,740,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-09,70,775,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-09,F,1195,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-09,I,1300,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-10,10,450,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-10,20,470,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-10,30,485,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-10,40,505,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-10,50,525,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-10,60,545,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-10,70,565,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-10,F,790,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-10,I,850,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-14,10,950,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-14,20,970,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-14,30,985,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-14,40,1000,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-14,50,1020,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-14,60,1040,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-14,70,1110,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-14,F,1630,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-14,I,1750,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-15,10,850,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-15,20,890,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-15,30,920,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-15,40,950,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-15,50,1000,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-15,60,1050,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-15,70,1150,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-15,F,1700,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-15,I,1850,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-16,10,850,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-16,20,890,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-16,30,920,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-16,40,950,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-16,50,1000,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-16,60,1050,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-16,70,1150,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-16,F,1700,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-16,I,1850,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-35,10,800,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-35,20,840,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-35,30,870,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-35,40,900,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-35,50,950,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-35,60,1000,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-35,70,1100,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-35,F,1480,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-35,I,1600,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-36,10,800,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-36,20,840,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-36,30,870,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-36,40,900,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-36,50,950,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-36,60,1000,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-36,70,1100,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-36,F,1480,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-36,I,1600,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-64,10,310,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-64,20,330,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-64,30,345,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-64,40,365,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-64,50,385,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-64,60,405,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-64,70,425,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-64,F,585,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-64,I,645,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-74,10,330,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-74,20,350,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-74,30,365,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-74,40,385,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-74,50,405,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-74,60,425,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-74,70,445,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-74,F,605,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-74,I,665,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-86,10,1350,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-86,20,1390,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-86,30,1420,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-86,40,1450,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-86,50,1500,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-86,60,1550,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-86,70,1650,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-86,F,2200,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-86,I,2350,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-87,10,1350,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-87,20,1390,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-87,30,1420,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-87,40,1450,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-87,50,1500,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-87,60,1550,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-87,70,1650,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-87,F,2200,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-87,I,2350,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-S3,10,1400,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-S3,20,1440,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-S3,30,1470,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-S3,40,1500,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-S3,50,1550,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-S3,60,1600,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-S3,70,1700,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-S3,F,2250,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-S3,I,2400,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-65,10,45,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30148-65,20,50,,,,,,,,,,,,,,,,,,
