,PriceList,Catalog,GradeGroup,Price
2024,UFCA 1711E V4,37160-87,500,1580
2025,UFCA 1711E V4,37160-87,600,1625
2026,UFCA 1711E V4,37160-87,700,1670
2027,UFCA 1711E V4,37160-87,800,1720
2029,UFCA 1711E V4,37160-92,100,1300
2030,UFCA 1711E V4,37160-92,200,1340
2031,UFCA 1711E V4,37160-92,300,1390
2032,UFCA 1711E V4,37160-92,400,1435
2033,UFCA 1711E V4,37160-92,500,1480
2034,UFCA 1711E V4,37160-92,600,1525
2035,UFCA 1711E V4,37160-92,700,1570
2036,UFCA 1711E V4,37160-92,800,1620
2038,UFCA 1711E V4,37160-94,100,550
2039,UFCA 1711E V4,37160-94,200,570
2040,UFCA 1711E V4,37160-94,300,585
2041,UFCA 1711E V4,37160-94,400,600
2042,UFCA 1711E V4,37160-94,500,610
2043,UFCA 1711E V4,37160-94,600,620
2044,UFCA 1711E V4,37160-94,700,630
2045,UFCA 1711E V4,37160-94,800,640
2047,UFCA 1711E V4,37148-54,100,900
2048,UFCA 1711E V4,37148-54,200,940
2049,UFCA 1711E V4,37148-54,300,990
2050,UFCA 1711E V4,37148-54,400,1035
2051,UFCA 1711E V4,37148-54,500,1080
2052,UFCA 1711E V4,37148-54,600,1125
2053,UFCA 1711E V4,37148-54,700,1170
2054,UFCA 1711E V4,37148-54,800,1220
2056,UFMX 1711E V5,30024-01,10,570
2057,UFMX 1711E V5,30024-01,20,610
2058,UFMX 1711E V5,30024-01,30,640
2059,UFMX 1711E V5,30024-01,40,670
2060,UFMX 1711E V5,30024-01,50,720
2061,UFMX 1711E V5,30024-01,60,770
2063,UFMX 1711E V5,30024-01,F,1420
2064,UFMX 1711E V5,30024-01,I,1620
2065,UFMX 1711E V5,30024-02,10,325
2066,UFMX 1711E V5,30024-02,20,345
2067,UFMX 1711E V5,30024-02,30,360
2068,UFMX 1711E V5,30024-02,40,380
2069,UFMX 1711E V5,30024-02,50,400
2070,UFMX 1711E V5,30024-02,60,420
2072,UFMX 1711E V5,30024-02,F,750
2073,UFMX 1711E V5,30024-02,I,825
2074,UFMX 1711E V5,30024-03,10,475
2075,UFMX 1711E V5,30024-03,20,515
2076,UFMX 1711E V5,30024-03,30,545
2077,UFMX 1711E V5,30024-03,40,575
2078,UFMX 1711E V5,30024-03,50,625
2079,UFMX 1711E V5,30024-03,60,675
2081,UFMX 1711E V5,30024-03,F,1325
2082,UFMX 1711E V5,30024-03,I,1525
2083,UFMX 1711E V5,30024-07,10,410
2084,UFMX 1711E V5,30024-07,20,450
2085,UFMX 1711E V5,30024-07,30,480
2086,UFMX 1711E V5,30024-07,40,510
2087,UFMX 1711E V5,30024-07,50,560
2088,UFMX 1711E V5,30024-07,60,610
2090,UFMX 1711E V5,30024-07,F,1260
2091,UFMX 1711E V5,30024-07,I,1460
2092,UFMX 1711E V5,30024-08,10,410
2093,UFMX 1711E V5,30024-08,20,450
2094,UFMX 1711E V5,30024-08,30,480
2095,UFMX 1711E V5,30024-08,40,510
2096,UFMX 1711E V5,30024-08,50,560
2097,UFMX 1711E V5,30024-08,60,610
2099,UFMX 1711E V5,30024-08,F,1260
2100,UFMX 1711E V5,30024-08,I,1460
2101,UFMX 1711E V5,30024-10,10,225
2102,UFMX 1711E V5,30024-10,20,245
2103,UFMX 1711E V5,30024-10,30,260
2104,UFMX 1711E V5,30024-10,40,280
2105,UFMX 1711E V5,30024-10,50,300
2106,UFMX 1711E V5,30024-10,60,320
2108,UFMX 1711E V5,30024-10,F,565
2109,UFMX 1711E V5,30024-10,I,625
2110,UFMX 1711E V5,30024-14,10,300
2111,UFMX 1711E V5,30024-14,20,320
2112,UFMX 1711E V5,30024-14,30,335
2113,UFMX 1711E V5,30024-14,40,350
2114,UFMX 1711E V5,30024-14,50,370
2115,UFMX 1711E V5,30024-14,60,390
2117,UFMX 1711E V5,30024-14,F,980
2118,UFMX 1711E V5,30024-14,I,1100
2119,UFMX 1711E V5,30024-15,10,425
2120,UFMX 1711E V5,30024-15,20,465
2121,UFMX 1711E V5,30024-15,30,495
2122,UFMX 1711E V5,30024-15,40,525
2123,UFMX 1711E V5,30024-15,50,575
2124,UFMX 1711E V5,30024-15,60,625
2126,UFMX 1711E V5,30024-15,F,1275
2127,UFMX 1711E V5,30024-15,I,1475
2128,UFMX 1711E V5,30024-16,10,425
2129,UFMX 1711E V5,30024-16,20,465
2130,UFMX 1711E V5,30024-16,30,495
2131,UFMX 1711E V5,30024-16,40,525
2132,UFMX 1711E V5,30024-16,50,575
2133,UFMX 1711E V5,30024-16,60,625
2135,UFMX 1711E V5,30024-16,F,1275
2136,UFMX 1711E V5,30024-16,I,1475
2137,UFMX 1711E V5,30024-21,10,750
2138,UFMX 1711E V5,30024-21,20,790
2139,UFMX 1711E V5,30024-21,30,820
2140,UFMX 1711E V5,30024-21,40,850
2141,UFMX 1711E V5,30024-21,50,900
2142,UFMX 1711E V5,30024-21,60,950
2144,UFMX 1711E V5,30024-21,F,1600
2145,UFMX 1711E V5,30024-21,I,1750
2146,UFMX 1711E V5,30024-30,10,370
2147,UFMX 1711E V5,30024-30,20,390
2148,UFMX 1711E V5,30024-30,30,405
2149,UFMX 1711E V5,30024-30,40,420
2150,UFMX 1711E V5,30024-30,50,440
2151,UFMX 1711E V5,30024-30,60,460
2153,UFMX 1711E V5,30024-30,F,795
2154,UFMX 1711E V5,30024-30,I,870
2155,UFMX 1711E V5,30024-86,10,620
2156,UFMX 1711E V5,30024-86,20,660
2157,UFMX 1711E V5,30024-86,30,690
2158,UFMX 1711E V5,30024-86,40,720
2159,UFMX 1711E V5,30024-86,50,770
2160,UFMX 1711E V5,30024-86,60,820
2162,UFMX 1711E V5,30024-86,F,1470
2163,UFMX 1711E V5,30024-86,I,1670
2164,UFMX 1711E V5,30024-87,10,620
2165,UFMX 1711E V5,30024-87,20,660
2166,UFMX 1711E V5,30024-87,30,690
2167,UFMX 1711E V5,30024-87,40,720
2168,UFMX 1711E V5,30024-87,50,770
2169,UFMX 1711E V5,30024-87,60,820
2171,UFMX 1711E V5,30024-87,F,1470
2172,UFMX 1711E V5,30024-87,I,1670
2173,UFMX 1711E V5,30024-91,10,550
2174,UFMX 1711E V5,30024-91,20,590
2175,UFMX 1711E V5,30024-91,30,620
2176,UFMX 1711E V5,30024-91,40,650
2177,UFMX 1711E V5,30024-91,50,700
2178,UFMX 1711E V5,30024-91,60,750
2180,UFMX 1711E V5,30024-91,F,1400
2181,UFMX 1711E V5,30024-91,I,1600
2182,UFMX 1711E V5,30024-93,10,290
2183,UFMX 1711E V5,30024-93,20,310
2184,UFMX 1711E V5,30024-93,30,325
2185,UFMX 1711E V5,30024-93,40,345
2186,UFMX 1711E V5,30024-93,50,365
2187,UFMX 1711E V5,30024-93,60,385
2189,UFMX 1711E V5,30024-93,F,565
2190,UFMX 1711E V5,30024-93,I,625
2191,UFMX 1711E V5,30024-93,41,345
2192,UFMX 1711E V5,30024-93,42,365
2193,UFMX 1711E V5,30024-94,10,315
2194,UFMX 1711E V5,30024-94,20,335
2195,UFMX 1711E V5,30024-94,30,350
2196,UFMX 1711E V5,30024-94,40,370
2197,UFMX 1711E V5,30024-94,50,390
2198,UFMX 1711E V5,30024-94,60,410
2200,UFMX 1711E V5,30024-94,F,590
2201,UFMX 1711E V5,30024-94,I,650
2202,UFMX 1711E V5,30024-94,41,370
2203,UFMX 1711E V5,30024-94,42,390
2204,UFMX 1711E V5,30095-01,10,800
2205,UFMX 1711E V5,30095-01,20,840
2206,UFMX 1711E V5,30095-01,30,870
2207,UFMX 1711E V5,30095-01,40,900
2208,UFMX 1711E V5,30095-01,50,950
2209,UFMX 1711E V5,30095-01,60,1000
2211,UFMX 1711E V5,30095-01,F,1650
2212,UFMX 1711E V5,30095-01,I,1850
2213,UFMX 1711E V5,30095-02,10,400
2214,UFMX 1711E V5,30095-02,20,420
2215,UFMX 1711E V5,30095-02,30,435
2216,UFMX 1711E V5,30095-02,40,455
2217,UFMX 1711E V5,30095-02,50,475
2218,UFMX 1711E V5,30095-02,60,495
2220,UFMX 1711E V5,30095-02,F,825
2221,UFMX 1711E V5,30095-02,I,900
2222,UFMX 1711E V5,30095-03,10,750
2223,UFMX 1711E V5,30095-03,20,790
2224,UFMX 1711E V5,30095-03,30,820
2225,UFMX 1711E V5,30095-03,40,850
2226,UFMX 1711E V5,30095-03,50,900
2227,UFMX 1711E V5,30095-03,60,950
2229,UFMX 1711E V5,30095-03,F,1600
2230,UFMX 1711E V5,30095-03,I,1800
2231,UFMX 1711E V5,30095-04,10,275
2232,UFMX 1711E V5,30095-04,20,295
2233,UFMX 1711E V5,30095-04,30,310
2234,UFMX 1711E V5,30095-04,40,330
2235,UFMX 1711E V5,30095-04,50,350
2236,UFMX 1711E V5,30095-04,60,370
2238,UFMX 1711E V5,30095-04,F,615
2239,UFMX 1711E V5,30095-04,I,675
2240,UFMX 1711E V5,30095-07,10,700
2241,UFMX 1711E V5,30095-07,20,740
2242,UFMX 1711E V5,30095-07,30,770
2243,UFMX 1711E V5,30095-07,40,800
2244,UFMX 1711E V5,30095-07,50,850
2245,UFMX 1711E V5,30095-07,60,900
2247,UFMX 1711E V5,30095-07,F,1550
2248,UFMX 1711E V5,30095-07,I,1750
2249,UFMX 1711E V5,30095-08,10,700
2250,UFMX 1711E V5,30095-08,20,740
2251,UFMX 1711E V5,30095-08,30,770
2252,UFMX 1711E V5,30095-08,40,800
2253,UFMX 1711E V5,30095-08,50,850
2254,UFMX 1711E V5,30095-08,60,900
2256,UFMX 1711E V5,30095-08,F,1550
2257,UFMX 1711E V5,30095-08,I,1750
2258,UFMX 1711E V5,30095-15,10,700
2259,UFMX 1711E V5,30095-15,20,740
2260,UFMX 1711E V5,30095-15,30,770
2261,UFMX 1711E V5,30095-15,40,800
2262,UFMX 1711E V5,30095-15,50,850
2263,UFMX 1711E V5,30095-15,60,900
2265,UFMX 1711E V5,30095-15,F,1550
2266,UFMX 1711E V5,30095-15,I,1750
2267,UFMX 1711E V5,30095-16,10,700
2268,UFMX 1711E V5,30095-16,20,740
2269,UFMX 1711E V5,30095-16,30,770
2270,UFMX 1711E V5,30095-16,40,800
2271,UFMX 1711E V5,30095-16,50,850
2272,UFMX 1711E V5,30095-16,60,900
2274,UFMX 1711E V5,30095-16,F,1550
2275,UFMX 1711E V5,30095-16,I,1750
2276,UFMX 1711E V5,30095-17,10,725
2277,UFMX 1711E V5,30095-17,20,765
2278,UFMX 1711E V5,30095-17,30,795
2279,UFMX 1711E V5,30095-17,40,825
2280,UFMX 1711E V5,30095-17,50,875
2281,UFMX 1711E V5,30095-17,60,925
2283,UFMX 1711E V5,30095-17,F,1575
2284,UFMX 1711E V5,30095-17,I,1775
2285,UFMX 1711E V5,30095-18,10,725
2286,UFMX 1711E V5,30095-18,20,765
2287,UFMX 1711E V5,30095-18,30,795
2288,UFMX 1711E V5,30095-18,40,825
2289,UFMX 1711E V5,30095-18,50,875
2290,UFMX 1711E V5,30095-18,60,925
2292,UFMX 1711E V5,30095-18,F,1575
2293,UFMX 1711E V5,30095-18,I,1775
2294,UFMX 1711E V5,30095-24,10,310
2295,UFMX 1711E V5,30095-24,20,330
2296,UFMX 1711E V5,30095-24,30,345
2297,UFMX 1711E V5,30095-24,40,365
2298,UFMX 1711E V5,30095-24,50,385
2299,UFMX 1711E V5,30095-24,60,405
2301,UFMX 1711E V5,30095-24,F,650
2302,UFMX 1711E V5,30095-24,I,710
2303,UFMX 1711E V5,30095-86,10,875
2304,UFMX 1711E V5,30095-86,20,915
2305,UFMX 1711E V5,30095-86,30,945
2306,UFMX 1711E V5,30095-86,40,975
2307,UFMX 1711E V5,30095-86,50,1025
2308,UFMX 1711E V5,30095-86,60,1075
2310,UFMX 1711E V5,30095-86,F,1725
2311,UFMX 1711E V5,30095-86,I,1925
2312,UFMX 1711E V5,30095-87,10,875
2313,UFMX 1711E V5,30095-87,20,915
2314,UFMX 1711E V5,30095-87,30,945
2315,UFMX 1711E V5,30095-87,40,975
2316,UFMX 1711E V5,30095-87,50,1025
2317,UFMX 1711E V5,30095-87,60,1075
2319,UFMX 1711E V5,30095-87,F,1725
2320,UFMX 1711E V5,30095-87,I,1925
2321,UFMX 1711E V5,30095-91,10,775
2322,UFMX 1711E V5,30095-91,20,815
2323,UFMX 1711E V5,30095-91,30,845
2324,UFMX 1711E V5,30095-91,40,875
2325,UFMX 1711E V5,30095-91,50,925
2326,UFMX 1711E V5,30095-91,60,975
2328,UFMX 1711E V5,30095-91,F,1625
2329,UFMX 1711E V5,30095-91,I,1825
2330,UFMX 1711E V5,30095-96,10,725
2331,UFMX 1711E V5,30095-96,20,765
2332,UFMX 1711E V5,30095-96,30,795
2333,UFMX 1711E V5,30095-96,40,825
2334,UFMX 1711E V5,30095-96,50,875
2335,UFMX 1711E V5,30095-96,60,925
2337,UFMX 1711E V5,30095-96,F,1575
2338,UFMX 1711E V5,30095-96,I,1775
2339,UFMX 1711E V5,30095-97,10,725
2340,UFMX 1711E V5,30095-97,20,765
2341,UFMX 1711E V5,30095-97,30,795
2342,UFMX 1711E V5,30095-97,40,825
2343,UFMX 1711E V5,30095-97,50,875
2344,UFMX 1711E V5,30095-97,60,925
2346,UFMX 1711E V5,30095-97,F,1575
2347,UFMX 1711E V5,30095-97,I,1775
2348,UFMX 1711E V5,30095-S3,10,950
2349,UFMX 1711E V5,30095-S3,20,990
2350,UFMX 1711E V5,30095-S3,30,1020
2351,UFMX 1711E V5,30095-S3,40,1050
2352,UFMX 1711E V5,30095-S3,50,1100
2353,UFMX 1711E V5,30095-S3,60,1150
2355,UFMX 1711E V5,30095-S3,F,1800
2356,UFMX 1711E V5,30095-S3,I,1950
2357,UFMX 1711E V5,30095-01,10,900
2358,UFMX 1711E V5,30095-01,20,940
2359,UFMX 1711E V5,30095-01,30,970
2360,UFMX 1711E V5,30095-01,40,"1,000"
2361,UFMX 1711E V5,30095-01,50,"1,050"
2362,UFMX 1711E V5,30095-01,60,"1,100"
2364,UFMX 1711E V5,30095-01,F,"1,750"
2365,UFMX 1711E V5,30095-01,I,1950
2366,UFMX 1711E V5,30095-02,10,520
2367,UFMX 1711E V5,30095-02,20,520
2368,UFMX 1711E V5,30095-02,30,535
2369,UFMX 1711E V5,30095-02,40,555
2370,UFMX 1711E V5,30095-02,50,575
2371,UFMX 1711E V5,30095-02,60,595
2373,UFMX 1711E V5,30095-02,F,925
2374,UFMX 1711E V5,30095-02,I,1000
2375,UFMX 1711E V5,30095-03,10,850
2376,UFMX 1711E V5,30095-03,20,890
2377,UFMX 1711E V5,30095-03,30,920
2378,UFMX 1711E V5,30095-03,40,950
2379,UFMX 1711E V5,30095-03,50,"1,000"
2380,UFMX 1711E V5,30095-03,60,"1,050"
2382,UFMX 1711E V5,30095-03,F,"1,700"
2383,UFMX 1711E V5,30095-03,I,1900
2384,UFMX 1711E V5,30095-04,10,375
2385,UFMX 1711E V5,30095-04,20,395
2386,UFMX 1711E V5,30095-04,30,410
2387,UFMX 1711E V5,30095-04,40,430
2388,UFMX 1711E V5,30095-04,50,450
2389,UFMX 1711E V5,30095-04,60,470
2391,UFMX 1711E V5,30095-04,F,715
2392,UFMX 1711E V5,30095-04,I,775
2393,UFMX 1711E V5,30095-24,10,410
2394,UFMX 1711E V5,30095-24,20,430
2395,UFMX 1711E V5,30095-24,30,445
2396,UFMX 1711E V5,30095-24,40,465
2397,UFMX 1711E V5,30095-24,50,485
2398,UFMX 1711E V5,30095-24,60,505
2400,UFMX 1711E V5,30095-24,F,750
2401,UFMX 1711E V5,30095-24,I,810
2402,UFMX 1711E V5,30095-91,10,875
2403,UFMX 1711E V5,30095-91,20,915
2404,UFMX 1711E V5,30095-91,30,945
2405,UFMX 1711E V5,30095-91,40,975
2406,UFMX 1711E V5,30095-91,50,"1,025"
2407,UFMX 1711E V5,30095-91,60,"1,075"
2409,UFMX 1711E V5,30095-91,F,"1,725"
2410,UFMX 1711E V5,30095-91,I,1925
2411,UFMX 1711E V5,30095-S3,10,"1,000"
2412,UFMX 1711E V5,30095-S3,20,"1,040"
2413,UFMX 1711E V5,30095-S3,30,"1,070"
2414,UFMX 1711E V5,30095-S3,40,"1,100"
2415,UFMX 1711E V5,30095-S3,50,"1,150"
2416,UFMX 1711E V5,30095-S3,60,"1,200"
2418,UFMX 1711E V5,30095-S3,F,"1,850"
2419,UFMX 1711E V5,30095-S3,I,2050
2420,UFMX 1711E V5,30195-01,10,800
2421,UFMX 1711E V5,30195-01,20,840
2422,UFMX 1711E V5,30195-01,30,870
2423,UFMX 1711E V5,30195-01,40,900
2424,UFMX 1711E V5,30195-01,50,950
2425,UFMX 1711E V5,30195-01,60,1000
2427,UFMX 1711E V5,30195-01,F,1650
2428,UFMX 1711E V5,30195-01,I,1850
2429,UFMX 1711E V5,30195-02,10,400
2430,UFMX 1711E V5,30195-02,20,420
2431,UFMX 1711E V5,30195-02,30,435
2432,UFMX 1711E V5,30195-02,40,455
2433,UFMX 1711E V5,30195-02,50,475
2434,UFMX 1711E V5,30195-02,60,495
2436,UFMX 1711E V5,30195-02,F,825
2437,UFMX 1711E V5,30195-02,I,900
2438,UFMX 1711E V5,30195-03,10,750
2439,UFMX 1711E V5,30195-03,20,790
2440,UFMX 1711E V5,30195-03,30,820
2441,UFMX 1711E V5,30195-03,40,850
2442,UFMX 1711E V5,30195-03,50,900
2443,UFMX 1711E V5,30195-03,60,950
2445,UFMX 1711E V5,30195-03,F,1600
2446,UFMX 1711E V5,30195-03,I,1800
2447,UFMX 1711E V5,30195-07,10,700
2448,UFMX 1711E V5,30195-07,20,740
2449,UFMX 1711E V5,30195-07,30,770
2450,UFMX 1711E V5,30195-07,40,800
2451,UFMX 1711E V5,30195-07,50,850
2452,UFMX 1711E V5,30195-07,60,900
2454,UFMX 1711E V5,30195-07,F,1550
2455,UFMX 1711E V5,30195-07,I,1750
2456,UFMX 1711E V5,30195-08,10,700
2457,UFMX 1711E V5,30195-08,20,740
2458,UFMX 1711E V5,30195-08,30,770
2459,UFMX 1711E V5,30195-08,40,800
2460,UFMX 1711E V5,30195-08,50,850
2461,UFMX 1711E V5,30195-08,60,900
2463,UFMX 1711E V5,30195-08,F,1550
2464,UFMX 1711E V5,30195-08,I,1750
2465,UFMX 1711E V5,30195-15,10,700
2466,UFMX 1711E V5,30195-15,20,740
2467,UFMX 1711E V5,30195-15,30,770
2468,UFMX 1711E V5,30195-15,40,800
2469,UFMX 1711E V5,30195-15,50,850
2470,UFMX 1711E V5,30195-15,60,900
2472,UFMX 1711E V5,30195-15,F,1550
2473,UFMX 1711E V5,30195-15,I,1750
2474,UFMX 1711E V5,30195-16,10,700
2475,UFMX 1711E V5,30195-16,20,740
2476,UFMX 1711E V5,30195-16,30,770
2477,UFMX 1711E V5,30195-16,40,800
2478,UFMX 1711E V5,30195-16,50,850
2479,UFMX 1711E V5,30195-16,60,900
2481,UFMX 1711E V5,30195-16,F,1550
2482,UFMX 1711E V5,30195-16,I,1750
2483,UFMX 1711E V5,30195-17,10,725
2484,UFMX 1711E V5,30195-17,20,765
2485,UFMX 1711E V5,30195-17,30,795
2486,UFMX 1711E V5,30195-17,40,825
2487,UFMX 1711E V5,30195-17,50,875
2488,UFMX 1711E V5,30195-17,60,925
2490,UFMX 1711E V5,30195-17,F,1575
2491,UFMX 1711E V5,30195-17,I,1775
2492,UFMX 1711E V5,30195-18,10,725
2493,UFMX 1711E V5,30195-18,20,765
2494,UFMX 1711E V5,30195-18,30,795
2495,UFMX 1711E V5,30195-18,40,825
2496,UFMX 1711E V5,30195-18,50,875
2497,UFMX 1711E V5,30195-18,60,925
2499,UFMX 1711E V5,30195-18,F,1575
2500,UFMX 1711E V5,30195-18,I,1775
2501,UFMX 1711E V5,30195-24,10,310
2502,UFMX 1711E V5,30195-24,20,330
2503,UFMX 1711E V5,30195-24,30,345
2504,UFMX 1711E V5,30195-24,40,365
2505,UFMX 1711E V5,30195-24,50,385
2506,UFMX 1711E V5,30195-24,60,405
2508,UFMX 1711E V5,30195-24,F,650
2509,UFMX 1711E V5,30195-24,I,710
2510,UFMX 1711E V5,30195-86,10,875
2511,UFMX 1711E V5,30195-86,20,915
2512,UFMX 1711E V5,30195-86,30,945
2513,UFMX 1711E V5,30195-86,40,975
2514,UFMX 1711E V5,30195-86,50,1025
2515,UFMX 1711E V5,30195-86,60,1075
2517,UFMX 1711E V5,30195-86,F,1725
2518,UFMX 1711E V5,30195-86,I,1925
2519,UFMX 1711E V5,30195-87,10,875
2520,UFMX 1711E V5,30195-87,20,915
2521,UFMX 1711E V5,30195-87,30,945
2522,UFMX 1711E V5,30195-87,40,975
2523,UFMX 1711E V5,30195-87,50,1025
2524,UFMX 1711E V5,30195-87,60,1075
2526,UFMX 1711E V5,30195-87,F,1725
2527,UFMX 1711E V5,30195-87,I,1925
2528,UFMX 1711E V5,30195-91,10,775
2529,UFMX 1711E V5,30195-91,20,815
2530,UFMX 1711E V5,30195-91,30,845
2531,UFMX 1711E V5,30195-91,40,875
2532,UFMX 1711E V5,30195-91,50,925
2533,UFMX 1711E V5,30195-91,60,975
2535,UFMX 1711E V5,30195-91,F,1625
2536,UFMX 1711E V5,30195-91,I,1825
2537,UFMX 1711E V5,30195-96,10,725
2538,UFMX 1711E V5,30195-96,20,765
2539,UFMX 1711E V5,30195-96,30,795
2540,UFMX 1711E V5,30195-96,40,825
2541,UFMX 1711E V5,30195-96,50,875
2542,UFMX 1711E V5,30195-96,60,925
2544,UFMX 1711E V5,30195-96,F,1575
2545,UFMX 1711E V5,30195-96,I,1775
2546,UFMX 1711E V5,30195-97,10,725
2547,UFMX 1711E V5,30195-97,20,765
2548,UFMX 1711E V5,30195-97,30,795
2549,UFMX 1711E V5,30195-97,40,825
2550,UFMX 1711E V5,30195-97,50,875
2551,UFMX 1711E V5,30195-97,60,925
2553,UFMX 1711E V5,30195-97,F,1575
2554,UFMX 1711E V5,30195-97,I,1775
2555,UFMX 1711E V5,30195-S3,10,950
2556,UFMX 1711E V5,30195-S3,20,990
2557,UFMX 1711E V5,30195-S3,30,1020
2558,UFMX 1711E V5,30195-S3,40,1050
2559,UFMX 1711E V5,30195-S3,50,1100
2560,UFMX 1711E V5,30195-S3,60,1150
2562,UFMX 1711E V5,30195-S3,F,1800
2563,UFMX 1711E V5,30195-S3,I,1950
2564,UFMX 1711E V5,30195-01,10,900
2565,UFMX 1711E V5,30195-01,20,940
2566,UFMX 1711E V5,30195-01,30,970
2567,UFMX 1711E V5,30195-01,40,"1,000"
2568,UFMX 1711E V5,30195-01,50,"1,050"
2569,UFMX 1711E V5,30195-01,60,"1,100"
2571,UFMX 1711E V5,30195-01,F,"1,750"
2572,UFMX 1711E V5,30195-01,I,1950
2573,UFMX 1711E V5,30195-02,10,500
2574,UFMX 1711E V5,30195-02,20,520
2575,UFMX 1711E V5,30195-02,30,535
2576,UFMX 1711E V5,30195-02,40,555
2577,UFMX 1711E V5,30195-02,50,575
2578,UFMX 1711E V5,30195-02,60,595
2580,UFMX 1711E V5,30195-02,F,925
2581,UFMX 1711E V5,30195-02,I,1000
2582,UFMX 1711E V5,30195-03,10,850
2583,UFMX 1711E V5,30195-03,20,890
2584,UFMX 1711E V5,30195-03,30,920
2585,UFMX 1711E V5,30195-03,40,950
2586,UFMX 1711E V5,30195-03,50,"1,000"
2587,UFMX 1711E V5,30195-03,60,"1,050"
2589,UFMX 1711E V5,30195-03,F,"1,700"
2590,UFMX 1711E V5,30195-03,I,1900
2591,UFMX 1711E V5,30195-24,10,410
2592,UFMX 1711E V5,30195-24,20,430
2593,UFMX 1711E V5,30195-24,30,445
2594,UFMX 1711E V5,30195-24,40,465
2595,UFMX 1711E V5,30195-24,50,485
2596,UFMX 1711E V5,30195-24,60,505
2598,UFMX 1711E V5,30195-24,F,750
2599,UFMX 1711E V5,30195-24,I,810
2600,UFMX 1711E V5,30195-91,10,875
2601,UFMX 1711E V5,30195-91,20,915
2602,UFMX 1711E V5,30195-91,30,945
2603,UFMX 1711E V5,30195-91,40,975
2604,UFMX 1711E V5,30195-91,50,"1,025"
2605,UFMX 1711E V5,30195-91,60,"1,075"
2607,UFMX 1711E V5,30195-91,F,"1,725"
2608,UFMX 1711E V5,30195-91,I,1925
2609,UFMX 1711E V5,30195-S3,10,"1,000"
2610,UFMX 1711E V5,30195-S3,20,"1,040"
2611,UFMX 1711E V5,30195-S3,30,"1,070"
2612,UFMX 1711E V5,30195-S3,40,"1,100"
2613,UFMX 1711E V5,30195-S3,50,"1,150"
2614,UFMX 1711E V5,30195-S3,60,"1,200"
2616,UFMX 1711E V5,30195-S3,F,1850
2617,UFMX 1711E V5,30195-S3,I,2050
2618,UFMX 1711E V5,30159-SC,10,675
2619,UFMX 1711E V5,30159-SC,20,715
2620,UFMX 1711E V5,30159-SC,30,745
2621,UFMX 1711E V5,30159-SC,40,775
2622,UFMX 1711E V5,30159-SC,50,825
2623,UFMX 1711E V5,30159-SC,60,875
2625,UFMX 1711E V5,30159-SC,F,1100
2626,UFMX 1711E V5,30159-SC,I,1175
2627,UFMX 1711E V5,30159-SS,10,425
2628,UFMX 1711E V5,30159-SS,20,465
2629,UFMX 1711E V5,30159-SS,30,495
2630,UFMX 1711E V5,30159-SS,40,525
2631,UFMX 1711E V5,30159-SS,50,575
2632,UFMX 1711E V5,30159-SS,60,625
2634,UFMX 1711E V5,30159-SS,F,850
2635,UFMX 1711E V5,30159-SS,I,925
2636,UFMX 1711E V5,30159-DC,10,725
2637,UFMX 1711E V5,30159-DC,20,765
2638,UFMX 1711E V5,30159-DC,30,795
2639,UFMX 1711E V5,30159-DC,40,825
2640,UFMX 1711E V5,30159-DC,50,875
2641,UFMX 1711E V5,30159-DC,60,925
2643,UFMX 1711E V5,30159-DC,F,1150
2644,UFMX 1711E V5,30159-DC,I,1225
2645,UFMX 1711E V5,30159-DS,10,525
2646,UFMX 1711E V5,30159-DS,20,565
2647,UFMX 1711E V5,30159-DS,30,595
2648,UFMX 1711E V5,30159-DS,40,625
2649,UFMX 1711E V5,30159-DS,50,675
2650,UFMX 1711E V5,30159-DS,60,725
2652,UFMX 1711E V5,30159-DS,F,950
2653,UFMX 1711E V5,30159-DS,I,1025
2654,UFMX 1711E V5,30159-DR,10,500
2655,UFMX 1711E V5,30159-DR,20,540
2656,UFMX 1711E V5,30159-DR,30,570
2657,UFMX 1711E V5,30159-DR,40,600
2658,UFMX 1711E V5,30159-DR,50,650
2659,UFMX 1711E V5,30159-DR,60,700
2661,UFMX 1711E V5,30159-DR,F,925
2662,UFMX 1711E V5,30159-DR,I,1000
2663,UFMX 1711E V5,30159-DL,10,500
2664,UFMX 1711E V5,30159-DL,20,540
2665,UFMX 1711E V5,30159-DL,30,570
2666,UFMX 1711E V5,30159-DL,40,600
2667,UFMX 1711E V5,30159-DL,50,650
2668,UFMX 1711E V5,30159-DL,60,700
2670,UFMX 1711E V5,30159-DL,F,925
2671,UFMX 1711E V5,30159-DL,I,1000
2672,UFMX 1711E V5,30159-DA,10,475
2673,UFMX 1711E V5,30159-DA,20,515
2674,UFMX 1711E V5,30159-DA,30,545
2675,UFMX 1711E V5,30159-DA,40,575
2676,UFMX 1711E V5,30159-DA,50,625
2677,UFMX 1711E V5,30159-DA,60,675
2679,UFMX 1711E V5,30159-DA,F,900
2680,UFMX 1711E V5,30159-DA,I,975
2681,UFMX 1711E V5,30159-QC,10,775
2682,UFMX 1711E V5,30159-QC,20,815
2683,UFMX 1711E V5,30159-QC,30,845
2684,UFMX 1711E V5,30159-QC,40,875
2685,UFMX 1711E V5,30159-QC,50,925
2686,UFMX 1711E V5,30159-QC,60,975
2688,UFMX 1711E V5,30159-QC,F,1200
2689,UFMX 1711E V5,30159-QC,I,1275
