PriceList,Catalog,GradeGroup,Price,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30137-35,F,1530,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30137-35,I,1650,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30137-36,10,850,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30137-36,20,890,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30137-36,30,920,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30137-36,40,950,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30137-36,50,1000,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30137-36,60,1050,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30137-36,70,1100,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30137-36,F,1530,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30137-36,I,1650,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30137-41,10,100,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30137-41,20,105,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30137-41,30,110,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30137-41,40,115,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30137-41,50,125,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30137-41,60,135,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30137-41,70,140,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30137-41,F,270,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30137-41,I,300,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30137-64,10,235,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30137-64,20,255,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30137-64,30,270,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30137-64,40,290,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30137-64,50,310,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30137-64,60,330,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30137-64,70,350,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30137-64,F,510,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30137-64,I,570,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30137-64,41,290,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30137-64,42,310,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30137-71,10,500,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30137-71,20,520,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30137-71,30,535,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30137-71,40,555,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30137-71,50,575,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30137-71,60,595,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30137-71,70,615,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30137-71,F,840,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30137-71,I,900,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30137-74,10,280,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30137-74,20,300,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30137-74,30,315,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30137-74,40,335,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30137-74,50,355,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30137-74,60,375,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30137-74,70,395,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30137-74,F,555,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30137-74,I,615,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30137-74,41,335,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30137-74,42,355,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-01,10,1300,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-01,20,1340,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-01,30,1370,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-01,40,1400,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-01,50,1450,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-01,60,1500,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-01,70,1550,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-01,F,2150,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-01,I,2300,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-03,10,1250,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-03,20,1290,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-03,30,1320,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-03,40,1350,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-03,50,1400,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-03,60,1450,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-03,70,1500,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-03,F,2100,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-03,I,2250,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-06,10,950,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-06,20,970,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-06,30,985,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-06,40,1005,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-06,50,1025,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-06,60,1045,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-06,70,1065,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-06,F,1290,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-06,I,1350,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-07,10,1100,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-07,20,1140,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-07,30,1170,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-07,40,1200,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-07,50,1250,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-07,60,1300,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-07,70,1350,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-07,F,1950,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-07,I,2100,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-08,10,1100,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-08,20,1140,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-08,30,1170,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-08,40,1200,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-08,50,1250,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-08,60,1300,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-08,70,1350,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-08,F,1950,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-08,I,2100,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-09,10,715,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-09,20,735,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-09,30,750,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-09,40,785,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-09,50,820,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-09,60,855,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-09,70,890,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-09,F,1310,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-09,I,1415,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-10,10,550,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-10,20,570,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-10,30,585,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-10,40,605,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-10,50,625,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-10,60,645,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-10,70,665,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-10,F,890,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-10,I,950,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-11,10,640,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-11,20,660,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-11,30,675,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-11,40,710,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-11,50,745,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-11,60,780,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-11,70,815,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-11,F,1235,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-11,I,1340,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-12,10,640,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-12,20,660,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-12,30,675,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-12,40,710,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-12,50,745,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-12,60,780,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-12,70,815,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-12,F,1235,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-12,I,1340,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-14,10,1000,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-14,20,1020,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-14,30,1035,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-14,40,1050,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-14,50,1070,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-14,60,1090,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-14,70,1110,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-14,F,1680,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-14,I,1800,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-15,10,1000,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-15,20,1040,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-15,30,1070,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-15,40,1100,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-15,50,1150,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-15,60,1200,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-15,70,1250,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-15,F,1850,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-15,I,2000,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-16,10,1000,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-16,20,1040,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-16,30,1070,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-16,40,1100,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-16,50,1150,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-16,60,1200,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-16,70,1250,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-16,F,1850,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-16,I,2000,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-19,10,1000,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-19,20,1040,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-19,30,1070,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-19,40,1100,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-19,50,1150,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-19,60,1200,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-19,70,1250,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-19,F,1850,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-19,I,2000,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-20,10,1000,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-20,20,1040,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-20,30,1070,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-20,40,1100,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-20,50,1150,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-20,60,1200,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-20,70,1250,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-20,F,1850,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-20,I,2000,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-35,10,1000,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-35,20,1040,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-35,30,1070,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-35,40,1100,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-35,50,1150,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-35,60,1200,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-35,70,1250,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-35,F,1680,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-35,I,1800,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-36,10,1000,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-36,20,1040,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-36,30,1070,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-36,40,1100,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-36,50,1150,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-36,60,1200,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-36,70,1250,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-36,F,1680,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-36,I,1800,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-41,10,150,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-41,20,155,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-41,30,160,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-41,40,165,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-41,50,175,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-41,60,185,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-41,70,190,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-41,F,320,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-41,I,350,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-64,10,285,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-64,20,305,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-64,30,320,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-64,40,340,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-64,50,360,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-64,60,380,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-64,70,400,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-64,F,560,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-64,I,620,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-64,41,340,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-64,42,360,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-71,10,600,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-71,20,620,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-71,30,635,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-71,40,655,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-71,50,675,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-71,60,695,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-71,70,715,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-71,F,940,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-71,I,1000,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-74,10,330,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-74,20,350,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-74,30,365,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-74,40,385,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-74,50,405,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-74,60,425,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-74,70,445,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-74,F,605,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-74,I,665,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-74,41,385,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30192-74,42,405,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-01,10,1300,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-01,20,1340,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-01,30,1370,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-01,40,1400,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-01,50,1450,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-01,60,1500,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-01,70,1550,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-01,F,2150,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-01,I,2300,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-03,10,1250,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-03,20,1290,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-03,30,1320,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-03,40,1350,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-03,50,1400,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-03,60,1450,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-03,70,1500,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-03,F,2100,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-03,I,2250,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-06,10,950,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-06,20,970,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-06,30,985,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-06,40,1005,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-06,50,1025,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-06,60,1045,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-06,70,1065,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-06,F,1290,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-06,I,1350,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-07,10,1100,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-07,20,1140,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-07,30,1170,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-07,40,1200,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-07,50,1250,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-07,60,1300,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-07,70,1350,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-07,F,1950,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-07,I,2100,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-08,10,1100,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-08,20,1140,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-08,30,1170,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-08,40,1200,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-08,50,1250,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-08,60,1300,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-08,70,1350,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-08,F,1950,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-08,I,2100,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-09,10,715,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-09,20,735,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-09,30,750,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-09,40,785,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-09,50,820,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-09,60,855,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-09,70,890,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-09,F,1310,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-09,I,1415,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-10,10,550,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-10,20,570,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-10,30,585,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-10,40,605,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-10,50,625,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-10,60,645,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-10,70,665,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-10,F,890,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-10,I,950,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-11,10,640,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-11,20,660,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-11,30,675,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-11,40,710,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-11,50,745,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-11,60,780,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-11,70,815,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-11,F,1235,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-11,I,1340,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-12,10,640,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-12,20,660,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-12,30,675,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-12,40,710,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-12,50,745,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-12,60,780,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-12,70,815,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-12,F,1235,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-12,I,1340,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-14,10,1000,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-14,20,1020,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-14,30,1035,,,,,,,,,,,,,,,,,,,,,,,
UFCA 1711E V4,30193-14,40,1050,,,,,,,,,,,,,,,,,,,,,,,
